naselje;občina
Svetina;Štore
Svetinci;Destrnik
Svetinja;Trebnje
Svetinje;Ormož
Svetli Dol;Štore
Svetli Potok;Kočevje
Sveto;Komen
Svibnik;Črnomelj
Svibno;Radeče
Svinjsko;Sevnica
Svino;Kobarid
Svržaki;Metlika
Šafarsko;Razkrižje
Šahovec;Trebnje
Šalamenci;Puconci
Šalara;Koper
Šalinci;Ljutomer
Šalka Vas;Kočevje
Šalovci;Središče Ob Dravi
Šalovci;Šalovci
Šardinje;Ormož
Šared;Izola
Šavna Peč;Hrastnik
Ščit;Šmartno Pri Litiji
Ščurki;Velike Lašče
Ščurkovo;Cerknica
Šebrelje;Cerkno
Šedem;Krško
Šedina;Šentjur
Šegova Vas;Loški Potok
Šeki;Koper
Šembije;Ilirska Bistrica
Šemnik;Zagorje Ob Savi
Šempas;Nova Gorica
Šempeter Pri Gorici;Šempeter-Vrtojba
Šempeter V Savinj. Dolini;Žalec
Šenbric;Velenje
Šenčur;Šenčur
Šentanel;Prevalje
Šentgotard;Zagorje Ob Savi
Šentilj Pod Turjakom;Mislinja
Šentilj V Slov. Goricah;Šentilj
Šentjakob;Šentjernej
Šentjanž;Rečica Ob Savinji
Šentjanž;Sevnica
Šentjanž Nad Dravčami;Vuzenica
Šentjanž Nad Štorami;Štore
Šentjanž Pri Dravogradu;Dravograd
Šentjernej;Šentjernej
Šentjošt;Novo Mesto
Šentjošt Nad Horjulom;Dobrova-Polhov Gradec
Šentjungert;Celje
Šentjur;Šentjur
Šentjur Na Polju;Sevnica
Šentjurij Na Dolenjskem;Mirna Peč
Šentjurje;Ivančna Gorica
Šentlambert;Zagorje Ob Savi
Šentlovrenc;Trebnje
Šentovec;Slovenska Bistrica
Šentožbolt;Lukovica
Šentpavel;Ljubljana
Šentpavel Na Dolenjskem;Ivančna Gorica
Šentpavel Pri Domžalah;Domžale
Šentrupert;Braslovče
Šentrupert;Laško
Šentrupert;Šentrupert
Šenturška Gora;Cerklje Na Gorenjskem
Šentvid Pri Grobelnem;Šmarje Pri Jelšah
Šentvid Pri Lukovici;Lukovica
Šentvid Pri Planini;Šentjur
Šentvid Pri Stični;Ivančna Gorica
Šentvid Pri Zavodnju;Šoštanj
Šentviška Gora;Tolmin
Šepulje;Sežana
Šerovo;Šmarje Pri Jelšah
Šestdobe;Rače-Fram
Šešče Pri Preboldu;Prebold
Šetarova;Lenart
Ševlje;Škofja Loka
Ševnica;Mirna
Šibelji;Komen
Šibenik;Šentjur
Šikole;Kidričevo
Šilentabor;Pivka
Šinkov Turn;Vodice
Šipek;Črnomelj
Širje;Laško
Širmanski Hrib;Litija
Široka Set;Litija
Škalce;Slovenske Konjice
Škale;Velenje
Škalske Cirkovce;Velenje
Škamevec;Velike Lašče
Škarnice;Dobje
Škedenj;Slovenske Konjice
Škemljevec;Metlika
Šklendrovec;Zagorje Ob Savi
Škocjan;Divača
Škocjan;Domžale
Škocjan;Grosuplje
Škocjan;Koper
Škocjan;Škocjan
Škofce;Laško
Škofi;Komen
Škofija;Šmarje Pri Jelšah
Škofja Loka;Škofja Loka
Škofja Riža;Trbovlje
Škofja Vas;Celje
Škoflje;Divača
Škoflje;Ivančna Gorica
Škofljica;Škofljica
Škovec;Sevnica
Škovec;Trebnje
Škrabče;Bloke
Škrajnek;Ribnica
Škrbina;Komen
Škrilj;Kočevje
Škrilje;Ig
Škrilje;Metlika
Škrjanče;Ivančna Gorica
Škrjanče;Mirna
Škrjanče Pri Novem Mestu;Novo Mesto
Škrjančevo;Domžale
Škrljevo;Šentrupert
Škrlovica;Velike Lašče
Škufče;Bloke
Šlovrenc;Brda
Šmalčja Vas;Šentjernej
Šmarata;Loška Dolina
Šmarca;Kamnik
Šmarčna;Sevnica
Šmarje;Ajdovščina
Šmarje;Koper
Šmarje;Šentjernej
Šmarje Pri Jelšah;Šmarje Pri Jelšah
Šmarje Pri Sežani;Sežana
Šmarje-Sap;Grosuplje
Šmarješke Toplice;Šmarješke Toplice
Šmarjeta;Šmarješke Toplice
Šmarjeta Pri Celju;Celje
Šmartinske Cirkovce;Velenje
Šmartno;Brda
Šmartno;Cerklje Na Gorenjskem
Šmartno Na Pohorju;Slovenska Bistrica
Šmartno Ob Dreti;Nazarje
Šmartno Ob Paki;Šmartno Ob Paki
Šmartno Pri Litiji;Šmartno Pri Litiji
Šmartno Pri Slovenj Gradcu;Slovenj Gradec
Šmartno V Rožni Dolini;Celje
Šmartno V Tuhinju;Kamnik
Šmatevž;Braslovče
Šmaver;Nova Gorica
Šmaver;Trebnje
Šmihel;Laško
Šmihel;Nova Gorica
Šmihel;Pivka
Šmihel Nad Mozirjem;Mozirje
Šmihel Pod Nanosom;Postojna
Šmihel Pri Žužemberku;Žužemberk
Šmiklavž;Slovenj Gradec
Šmiklavž Pri Škofji Vasi;Celje
Šmohor;Laško
Šober;Maribor
Šomat;Šentilj
Šoštanj;Šoštanj
Špeharji;Črnomelj
Špičnik;Kungota
Špital;Zagorje Ob Savi
Špitalič;Kamnik
Špitalič Pri Slov. Konjicah;Slovenske Konjice
Šprinc;Razkrižje
Šratovci;Radenci
Št. Janž Pri Radljah;Radlje Ob Dravi
Št. Jurij;Grosuplje
Štajer;Kostel
Štajerska Vas;Slovenske Konjice
Štajngrob;Sevnica
Štajngrova;Benedikt
Štalcerji;Kočevje
Štangarske Poljane;Šmartno Pri Litiji
Štanjel;Komen
Štatenberg;Makole
Štatenberk;Mokronog-Trebelno
Štefan Pri Trebnjem;Trebnje
Štefanja Gora;Cerklje Na Gorenjskem
Štjak;Sežana
Štore;Štore
Štorje;Sežana
Štorovo;Bloke
Štravberk;Novo Mesto
Štrekljevec;Semič
Štrihovec;Šentilj
Štrit;Škocjan
Štrukljeva Vas;Cerknica
Šturmovci;Videm
Šujica;Dobrova-Polhov Gradec
Šulinci;Gornji Petrovci
Šumnik;Litija
Šutna;Kranj
Šutna;Krško
Tabor;Nova Gorica
Tabor;Sežana
Tabor;Tabor
Tajhte;Šentjur
Talčji Vrh;Črnomelj
Tanča Gora;Črnomelj
Tatinec;Kranj
Tatre;Hrpelje-Kozina
Tavžlje;Cerknica
Teharje;Celje
Tehovec;Medvode
Tekačevo;Rogaška Slatina
Telče;Sevnica
Telčice;Sevnica
Temenica;Ivančna Gorica
Temljine;Tolmin
Temnica;Miren-Kostanjevica
Tenetiše;Kranj
Tenetiše;Litija
Tepanje;Slovenske Konjice
Tepanjski Vrh;Slovenske Konjice
Tepe;Litija
Ter;Ljubno
Terbegovci;Sveti Jurij Ob Ščavnici
Tešanovci;Moravske Toplice
Tešova;Vransko
Tevče;Ajdovščina
Tevče;Laško
Tibolci;Gorišnica
Tihaboj;Litija
Tinjan;Koper
Tinjska Gora;Slovenska Bistrica
Tirna;Zagorje Ob Savi
Tisovec;Dobrepolje
Tišenpolj;Kostel
Tišina;Tišina
Tlaka;Litija
Tlake;Grosuplje
Tlake;Rogatec
Todraž;Gorenja Vas-Poljane
Tolčane;Ivančna Gorica
Tolmin;Tolmin
Tolminske Ravne;Tolmin
Tolminski Lom;Tolmin
Tolsti Vrh;Litija
Tolsti Vrh;Slovenske Konjice
Tolsti Vrh;Šentjernej
Tolsti Vrh P. R. Na K. – Del;Dravograd
Tolsti Vrh P. R. Na K. – Del;Ravne Na Koroškem
Tolsti Vrh Pri Mislinji;Mislinja
Tomačevica;Komen
Tomaj;Sežana
Tomaška Vas;Slovenj Gradec
Tomaž Nad Vojnikom;Vojnik
Tomažini;Velike Lašče
Tomažja Vas;Škocjan
Tominje;Ilirska Bistrica
Tomišelj;Ig
Topla;Črna Na Koroškem
Topla Reber;Kočevje
Topol;Bloke
Topol Pri Begunjah;Cerknica
Topol Pri Medvodah;Medvode
Topolc;Ilirska Bistrica
Topole;Mengeš
Topole;Rogaška Slatina
Topolje;Železniki
Topolovci;Cankova
Topolovec;Koper
Topolovec;Šmarje Pri Jelšah
Topolovo;Kozje
Topolšica;Šoštanj
Topovlje;Braslovče
Torka;Železniki
Torovo;Vodice
Toško Čelo;Ljubljana
Tovsto;Laško
Trata;Škofja Loka
Trata Pri Velesovem;Cerklje Na Gorenjskem
Trate;Šentilj
Tratna Ob Voglajni;Šentjur
Tratna Pri Grobelnem;Šentjur
Trava;Loški Potok
Travna Gora;Sodražica
Travni Dol;Novo Mesto
Travnik;Cerkno
Travnik;Loški Potok
Trbinc;Mirna
Trboje;Šenčur
Trbonje;Dravograd
Trbovlje;Trbovlje
Trčkov Grič;Vrhnika
Trčova;Maribor
Trdkova;Kuzma
Trdobojci;Videm
Trebanjski Vrh;Trebnje
Trebča Vas;Žužemberk
Trebče;Bistrica Ob Sotli
Trebelno;Mokronog-Trebelno
Trebelno Pri Palovčah;Kamnik
Trebenče;Cerkno
Trebeše;Koper
Trebež;Brežice
Trebež;Ivančna Gorica
Trebija;Gorenja Vas-Poljane
Trebižani;Komen
Trebnja Gorica;Ivančna Gorica
Trebnje;Trebnje
Trebnji Vrh;Semič
Tremerje;Celje
Trenta;Bovec
Trgovišče;Ormož
Triban;Koper
Tribej;Dravograd
Tribuče;Črnomelj
Trimlini;Lendava
Trlično;Rogatec
Trnava;Braslovče
Trniče;Starše
Trnjava;Lukovica
Trnje;Črenšovci
Trnje;Pivka
Trnje;Škofja Loka
Trnje;Trebnje
Trno;Šentjur
Trnov Hrib;Laško
Trnovci;Sveti Tomaž
Trnovče;Lukovica
Trnovec;Kočevje
Trnovec;Medvode
Trnovec;Metlika
Trnovec;Rečica Ob Savinji
Trnovec;Sevnica
Trnovec;Videm
Trnovec Pri Dramljah;Šentjur
Trnovec Pri Slovenski Bistrici;Slovenska Bistrica
Trnovica;Ivančna Gorica
Trnovlje Pri Celju;Celje
Trnovlje Pri Socki;Vojnik
Trnovo;Laško
Trnovo;Nova Gorica
Trnovo Ob Soči;Kobarid
Trnovska Vas;Trnovska Vas
Trnovski Vrh;Trnovska Vas
Trobelno;Kamnik
Troblje;Slovenj Gradec
Trobni Dol;Laško
Trojane;Lukovica
Trojno;Laško
Tropovci;Tišina
Troščine;Grosuplje
Trotkova;Benedikt
Trpčane;Ilirska Bistrica
Trsek;Koper
Trstenik;Benedikt
Trstenik;Kranj
Trstenik;Ormož
Trstenik;Šentrupert
Trščina;Sevnica
Trška Gora;Krško
Trška Gora;Novo Mesto
Trška Gorca;Šentjur
Trtnik;Tolmin
Truške;Koper
Trzin;Trzin
Tržec;Videm
Tržič;Dobrepolje
Tržič;Tržič
Tržišče;Rogaška Slatina
Tržišče;Sevnica
Tublje Pri Hrpeljah;Hrpelje-Kozina
Tublje Pri Komnu;Sežana
Tučna;Kamnik
Tuji Grm;Ljubljana
Tuljaki;Koper
Tuncovec;Rogaška Slatina
Tunjice;Kamnik
Tunjiška Mlaka;Kamnik
Tupaliče;Preddvor
Tupelče;Komen
Turiška Vas;Slovenj Gradec
Turiška Vas Na Pohorju;Slovenska Bistrica
Turjak;Velike Lašče
Turjanci;Radenci
Turjanski Vrh;Radenci
Turje;Hrastnik
Turnišče;Turnišče
Turno;Šentjur
Turnše;Domžale
Turški Vrh;Zavrč
Tušev Dol;Črnomelj
Učak;Lukovica
Učakovci;Črnomelj
Udje;Grosuplje
Udmat;Laško
Ugovec;Oplotnica
Ukanc;Bohinj
Ukanje;Kanal
Ulaka;Bloke
Ulaka;Velike Lašče
Unec;Cerknica
Unično;Hrastnik
Uniše;Šentjur
Urh;Slovenska Bistrica
Uršlja Gora;Ravne Na Koroškem
Uršna Sela;Novo Mesto
Ustje;Ajdovščina
Utik;Vodice
Utovlje;Sežana
Uzmani;Velike Lašče
V Zideh;Lukovica
Vače;Litija
Vadarci;Puconci
Vadiče;Tržič
Vajgen;Pesnica
Valburga;Medvode
Vale;Komen
Valična Vas;Ivančna Gorica
Valterski Vrh;Škofja Loka
Vanča Vas;Tišina
Vaneča;Puconci
Vanetina;Cerkvenjak
Vanganel;Koper
Varda;Sveti Jurij V Slov. Goricah
Vareja;Videm
Vareje;Divača
Varoš;Makole
Varpolje;Rečica Ob Savinji
Vas;Kostel
Vas;Radlje Ob Dravi
Vaseno;Kamnik
Vašca;Cerklje Na Gorenjskem
Vaše;Medvode
Vatovlje;Divača
Vavpča Vas Pri Dobrniču;Trebnje
Vavta Vas;Straža
Večeslavci;Rogašovci
Večje Brdo;Dobje
Večkoti;Komen
Vedrijan;Brda
Vejar;Trebnje
Vejice;Šentjur
Velenje;Velenje
Velesovo;Cerklje Na Gorenjskem
Veličane;Ormož
Velika Brda;Postojna
Velika Bukovica;Ilirska Bistrica
Velika Dobrava;Ivančna Gorica
Velika Dolina;Brežice
Velika Goba;Litija
Velika Hubajnica;Sevnica
Velika Ilova Gora;Grosuplje
Velika Kostrevnica;Šmartno Pri Litiji
Velika Lahinja;Črnomelj
Velika Lašna;Kamnik
Velika Ligojna;Vrhnika
Velika Loka;Grosuplje
Velika Loka;Trebnje
Velika Nedelja;Ormož
Velika Pirešica;Žalec
Velika Planina;Kamnik
Velika Polana;Velika Polana
Velika Preska;Litija
Velika Pristava;Pivka
Velika Račna;Grosuplje
Velika Raven;Vojnik
Velika Sela;Črnomelj
Velika Slevica;Velike Lašče
Velika Stara Vas;Grosuplje
Velika Strmica;Mokronog-Trebelno
Velika Ševnica;Trebnje
Velika Štanga;Šmartno Pri Litiji
Velika Varnica;Videm
Velika Vas;Moravče
Velika Vas Pri Krškem;Krško
Velike Bloke;Bloke
Velike Brusnice;Novo Mesto
Velike Češnjice;Ivančna Gorica
Velike Dole;Trebnje
Velike Dole Pri Temenici;Ivančna Gorica
Velike Gorelce;Laško
Velike Grahovše;Laško
Velike Kompolje;Ivančna Gorica
Velike Lašče;Velike Lašče
Velike Lese;Ivančna Gorica
Velike Lipljene;Grosuplje
Velike Loče;Hrpelje-Kozina
Velike Malence;Brežice
Velike Pece;Ivančna Gorica
Velike Poljane;Ribnica
Velike Poljane;Škocjan
Velike Rebrce;Ivančna Gorica
Velike Rodne;Rogaška Slatina
Velike Vodenice;Kostanjevica Na Krki
Velike Vrhe;Ivančna Gorica
Velike Žablje;Ajdovščina
Veliki Ban;Šentjernej
Veliki Boč;Selnica Ob Dravi
Veliki Brebrovnik;Ormož
Veliki Cerovec;Novo Mesto
Veliki Cirnik;Sevnica
Veliki Dol;Krško
Veliki Dol;Sežana
Veliki Gaber;Trebnje
Veliki Hrib;Kamnik
Veliki Jelnik;Lukovica
Veliki Kal;Ivančna Gorica
Veliki Kal;Mirna Peč
Veliki Kamen;Krško
Veliki Koren;Krško
Veliki Korinj;Ivančna Gorica
Veliki Lipoglav;Ljubljana
Veliki Lipovec;Žužemberk
Veliki Ločnik;Velike Lašče
Veliki Nerajec;Črnomelj
Veliki Obrež;Brežice
Veliki Okič;Videm
Veliki Orehek;Novo Mesto
Veliki Osolnik;Velike Lašče
Veliki Otok;Postojna
Veliki Podljuben;Novo Mesto
Veliki Podlog;Krško
Veliki Rakitovec;Kamnik
Veliki Rigelj;Dolenjske Toplice
Veliki Slatnik;Novo Mesto
Veliki Trn;Krško
Veliki Videm;Trebnje
Veliki Vrh;Bloke
Veliki Vrh;Cirkulane
Veliki Vrh;Šmartno Ob Paki
Veliki Vrh Pri Litiji;Litija
Veliki Vrh Pri Šmarju;Grosuplje
Veliko Brdo;Ilirska Bistrica
Veliko Črnelo;Ivančna Gorica
Veliko Globoko;Ivančna Gorica
Veliko Lipje;Žužemberk
Veliko Mlačevo;Grosuplje
Veliko Mraševo;Krško
Veliko Polje;Sežana
Veliko Širje;Laško
Veliko Tinje;Slovenska Bistrica
Veliko Trebeljevo;Ljubljana
Veliko Ubeljsko;Postojna
Velka;Dravograd
Veniše;Krško
Verače;Podčetrtek
Verd;Vrhnika
Verdun;Novo Mesto
Verdun Pri Uršnih Selih;Dolenjske Toplice
Verje;Medvode
Vernek;Litija
Verpete;Vojnik
Veržej;Veržej
Vesca;Vodice
Vesela Gora;Šentrupert
Veščica;Murska Sobota
Veščica;Razkrižje
Vešenik;Slovenske Konjice
Vešter;Škofja Loka
Vetrnik;Kozje
Vezovje;Šentjur
Vič;Dravograd
Vičanci;Ormož
Vidanovci;Ljutomer
Videm;Dobrepolje
Videm;Dol Pri Ljubljani
Videm;Krško
Videm Pri Lukovici;Lukovica
Videm Pri Ptuju;Videm
Videm Pri Temenici;Ivančna Gorica
Videž;Slovenska Bistrica
Vidonci;Grad
Vidošiči;Metlika
Vidovica;Podčetrtek
Vidrga;Zagorje Ob Savi
Vihre;Krško
Vikrče;Medvode
Vimolj;Kostel
Vimolj Pri Predgradu;Kočevje
Vinarje;Maribor
Vinarje;Slovenska Bistrica
Vincarje;Škofja Loka
Vine;Vojnik
Vine;Zagorje Ob Savi
Vinec;Rogaška Slatina
Vinharje;Gorenja Vas-Poljane
Vinica;Črnomelj
Vinica Pri Šmarjeti;Šmarješke Toplice
Vinice;Sodražica
Vinička Vas;Lenart
Vinja Vas;Novo Mesto
Vinje;Dol Pri Ljubljani
Vinje Pri Moravčah;Moravče
Vinji Vrh;Brežice
Vinji Vrh;Šmarješke Toplice
Vinji Vrh;Šmartno Pri Litiji
Vinji Vrh Pri Semiču;Semič
Vinkov Vrh;Žužemberk
Vino;Grosuplje
Vinska Gora;Velenje
Vinska Gorica;Dobrna
Vinski Vrh;Ormož
Vinski Vrh Pri Šmarju;Šmarje Pri Jelšah
Vintarjevec;Šmartno Pri Litiji
Vintarji;Ribnica
Vintarovci;Destrnik
Vipava;Vipava
Vipavski Križ;Ajdovščina
Vipolže;Brda
Vir;Domžale
Vir Pri Nevljah;Kamnik
Vir Pri Stični;Ivančna Gorica
Virlog;Škofja Loka
Virmaše;Škofja Loka
Virštanj;Podčetrtek
Visejec;Žužemberk
Visoče;Šentjur
Visoče;Tržič
Visoko;Ig
Visoko;Šenčur
Visoko Pri Poljanah;Škofja Loka
Visole;Slovenska Bistrica
Višelnica;Gorje
Viševca;Cerklje Na Gorenjskem
Viševek;Loška Dolina
Višnja Gora;Ivančna Gorica
Višnja Vas;Vojnik
Višnje;Ajdovščina
Višnje;Ivančna Gorica
Višnjevik;Brda
Višnji Grm;Šmartno Pri Litiji
Vitan;Ormož
Vitanje;Vitanje
Vitanjsko Skomarje;Vitanje
Vitna Vas;Brežice
Vitomarci;Sveti Andraž V Slov. Goricah
Vitovlje;Nova Gorica
Vizore;Vojnik
Vnajnarje;Ljubljana
Vnanje Gorice;Brezovica
Vodenovo;Šmarje Pri Jelšah
Vodice;Ajdovščina
Vodice;Dobrepolje
Vodice;Vodice
Vodice Nad Kamnikom;Kamnik
Vodice Pri Gabrovki;Litija
Vodice Pri Kalobju;Šentjur
Vodice Pri Slivnici;Šentjur
Vodiško;Laško
Vodole;Maribor
Vodranci;Ormož
Vodriž;Slovenj Gradec
Vodruž;Šentjur
Voduce;Šentjur
Vodule;Šentjur
Voglajna;Šentjur
Voglarji;Nova Gorica
Voglje;Sežana
Voglje;Šenčur
Vogričevci;Ljutomer
Vogrsko;Renče-Vogrsko
Vojna Vas;Črnomelj
Vojnik;Vojnik
Vojsko;Idrija
Vojsko;Kozje
Vojsko;Vodice
Vojščica;Miren-Kostanjevica
Voklo;Šenčur
Volaka;Gorenja Vas-Poljane
Volarje;Tolmin
Volavlje;Ljubljana
Volča;Gorenja Vas-Poljane
Volčanski Ruti;Tolmin
Volče;Pivka
Volče;Tolmin
Volčja Draga;Renče-Vogrsko
Volčja Jama;Šmartno Pri Litiji
Volčja Jama;Trebnje
Volčje;Bloke
Volčje;Brežice
Volčje Njive;Mirna
Volčji Grad;Komen
Volčji Potok;Kamnik
Volčkova Vas;Šentjernej
Volog;Nazarje
Vologa;Vransko
Volovnik;Krško
Vonarje;Podčetrtek
Vopovlje;Cerklje Na Gorenjskem
Vosek;Pesnica
Vošce;Lukovica
Vošče;Radovljica
Vovše;Litija
Vrabče;Sežana
Vranja Peč;Kamnik
Vranje;Sevnica
Vranji Vrh;Šentilj
Vranke;Lukovica
Vranoviči;Črnomelj
Vransko;Vransko
Vrata;Dravograd
Vrata;Šmartno Pri Litiji
Vratja Vas;Apače
Vratji Vrh;Apače
Vratno;Šentjernej
Vrba;Dobrna
Vrba;Lukovica
Vrba;Žirovnica
Vrbica;Ilirska Bistrica
Vrbičje;Grosuplje
Vrbina;Krško
Vrbje;Kostanjevica Na Krki
Vrbje;Žalec
Vrbljene;Ig
Vrbnje;Radovljica
Vrbno;Šentjur
Vrbovce;Šentjernej
Vrbovec;Kočevje
Vrbovec;Trebnje
Vrbovo;Ilirska Bistrica
Vrčice;Semič
Vremski Britof;Divača
Vrenska Gorca;Kozje
Vrh;Loška Dolina
Vrh;Šentrupert
Vrh;Šmarje Pri Jelšah
Vrh;Velike Lašče
Vrh;Zagorje Ob Savi
Vrh Nad Krašnjo;Lukovica
Vrh Nad Laškim;Laško
Vrh Nad Želimljami;Škofljica
Vrh Pri Boštanju;Sevnica
Vrh Pri Dolskem;Dol Pri Ljubljani
Vrh Pri Fari;Kostel
Vrh Pri Hinjah;Žužemberk
Vrh Pri Križu;Žužemberk
Vrh Pri Ljubnu;Novo Mesto
Vrh Pri Mlinšah;Zagorje Ob Savi
Vrh Pri Pahi;Novo Mesto
Vrh Pri Poljanah;Ribnica
Vrh Pri Površju;Krško
Vrh Pri Sobračah;Ivančna Gorica
Vrh Pri Šentjerneju;Šentjernej
Vrh Pri Trebelnem;Mokronog-Trebelno
Vrh Pri Višnji Gori;Ivančna Gorica
Vrh Sv. Treh Kraljev;Logatec
Vrhe;Celje
Vrhe;Novo Mesto
Vrhe;Slovenj Gradec
Vrhe – Del;Trbovlje
Vrhe – Del;Zagorje Ob Savi
Vrhek;Sevnica
Vrhje;Brežice
Vrhloga;Slovenska Bistrica
Vrhnika;Vrhnika
Vrhnika Pri Ložu;Loška Dolina
Vrhole Pri Laporju;Slovenska Bistrica
Vrhole Pri Slov. Konjicah;Slovenska Bistrica
Vrhov Dol;Maribor
Vrhovci;Črnomelj
Vrhovje;Cerklje Na Gorenjskem
Vrhovlje;Lukovica
Vrhovlje;Sežana
Vrhovlje Pri Kojskem;Brda
Vrhovlje Pri Kožbani;Brda
Vrhovo;Radeče
Vrhovo Pri Mirni Peči;Mirna Peč
Vrhovo Pri Šentlovrencu;Trebnje
Vrhovo Pri Žužemberku;Žužemberk
Vrhovska Vas;Brežice
Vrhpeč;Mirna Peč
Vrhpolje;Hrpelje-Kozina
Vrhpolje;Vipava
Vrhpolje Pri Kamniku;Kamnik
Vrhpolje Pri Moravčah;Moravče
Vrhpolje Pri Šentvidu;Ivančna Gorica
Vrhtrebnje;Trebnje
Vrhulje;Krško
Vrsno;Kobarid
Vršna Vas;Šmarje Pri Jelšah
Vršnik;Kungota
Vrt;Kočevje
Vrtača;Kostanjevica Na Krki
Vrtače;Trebnje
Vrtoče;Miren-Kostanjevica
Vrtojba;Šempeter-Vrtojba
Vrtovče;Ajdovščina
Vrtovin;Ajdovščina
Vrzdenec;Horjul
Vučja Gomila;Moravske Toplice
Vučja Vas;Križevci
Vuhred;Radlje Ob Dravi
Vukovci;Črnomelj
Vukovje;Pesnica
Vukovski Dol;Pesnica
Vukovski Vrh;Pesnica
Vurberk;Duplek
Vurmat – Del;Podvelka
Vurmat – Del;Selnica Ob Dravi
Vuzenica;Vuzenica
Vuzmetinci;Ormož
Za Kalvarijo;Maribor
Zabava;Zagorje Ob Savi
Zabavlje;Koper
Zabiče;Ilirska Bistrica
Zabočevo;Borovnica
Zabork;Zreče
Zaboršt;Domžale
Zaboršt;Kostanjevica Na Krki
Zaboršt;Škocjan
Zaboršt Pri Dolu;Dol Pri Ljubljani
Zaboršt Pri Šentvidu;Ivančna Gorica
Zabovci;Markovci
Zabrdje;Mirna
Zabrdo;Železniki
Zabrekve;Železniki
Zabreznica;Žirovnica
Zabreznik;Zagorje Ob Savi
Zabrež;Laško
Zabrežnik;Žiri
Zabukovica;Žalec
Zabukovje;Kranj
Zabukovje;Šentrupert
Zabukovje;Vojnik
Zabukovje Nad Sevnico;Sevnica
Zabukovje Pri Raki;Krško
Začret;Celje
Zadlaz-Čadrg;Tolmin
Zadlaz-Žabče;Tolmin
Zadlog;Idrija
Zadniki;Ribnica
Zadnja Vas;Radovljica
Zadobje;Gorenja Vas-Poljane
Zadobrova;Celje
Zadolje;Ribnica
Zadraga;Naklo
Zadrže;Šmarje Pri Jelšah
Zafara;Žužemberk
Zagaj;Bistrica Ob Sotli
Zagaj Pod Bočem;Rogaška Slatina
Zagaj Pri Ponikvi;Šentjur
Zagajski Vrh;Gornja Radgona
Zagojiči;Gorišnica
Zagomila;Kanal
Zagon;Postojna
Zagora;Kanal
Zagorci;Juršinci
Zagorica;Dobrepolje
Zagorica;Litija
Zagorica;Mirna
Zagorica Nad Kamnikom;Kamnik
Zagorica Pri Čatežu;Trebnje
Zagorica Pri Dobrniču;Trebnje
Zagorica Pri Dolskem;Dol Pri Ljubljani
Zagorica Pri Rovah;Domžale
Zagorica Pri Velikem Gabru;Trebnje
Zagorje;Kozje
Zagorje;Pivka
Zagorje;Sveti Tomaž
Zagorje Ob Savi;Zagorje Ob Savi
Zagozd;Litija
Zagozdac;Črnomelj
Zagrad;Prevalje
Zagrad;Radeče
Zagrad;Škocjan
Zagrad Pri Otočcu;Novo Mesto
Zagradec;Ivančna Gorica
Zagradec Pri Grosupljem;Grosuplje
Zagradišče;Ljubljana
Zagrajec;Komen
Zagrič;Šmartno Pri Litiji
Zahomce;Vransko
Zahrib;Cerknica
Zajasovnik – Del;Kamnik
Zajasovnik – Del;Vransko
Zajčje Polje;Kočevje
Zajčji Vrh;Črnomelj
Zajčji Vrh Pri Stopičah;Novo Mesto
Zajelše;Dol Pri Ljubljani
Zajelšje;Ilirska Bistrica
Zakal;Kamnik
Zakl;Braslovče
Zakl;Podlehnik
Zaklanec;Horjul
Zakobiljek;Gorenja Vas-Poljane
Zakojca;Cerkno
Zakraj;Bloke
Zakraj;Tolmin
Zakriž;Cerkno
Zala;Cerknica
Zala;Železniki
Zalči;Ilirska Bistrica
Zales;Bloke
Zali Breg;Brda
Zali Log;Železniki
Zalisec;Žužemberk
Zalog;Kranj
Zalog;Straža
Zalog Pod Sv. Trojico;Domžale
Zalog Pod Uršulo;Šentjur
Zalog Pri Cerkljah;Cerklje Na Gorenjskem
Zalog Pri Kresnicah;Moravče
Zalog Pri Moravčah;Moravče
Zalog Pri Šempetru;Žalec
Zalog Pri Škocjanu;Škocjan
Zalog Pri Škofljici;Škofljica
Zaloka;Šentrupert
Zaloke;Krško
Zalošče;Nova Gorica
Zaloše;Radovljica
Zaloška Gorica;Žalec
Založe;Polzela
Zamarkova;Lenart
Zameško;Šentjernej
Zamostec;Sodražica
Zamušani;Gorišnica
Zanigrad;Koper
Zaplana;Vrhnika
Zaplana – Del;Logatec
Zaplanina;Vransko
Zapodje;Litija
Zapoge;Vodice
Zapotok;Ig
Zapotok;Kanal
Zapotok;Sodražica
Zapreval;Gorenja Vas-Poljane
Zapudje;Črnomelj
Zapuže;Radovljica
Zapuže;Šentjernej
Zapuže Pri Kostelu;Kostel
Zapuže Pri Ribnici;Ribnica
Zarečica;Ilirska Bistrica
Zarečje;Ilirska Bistrica
Zasadi;Destrnik
Zasadi;Križevci
Zasap;Brežice
Zasavci;Ormož
Zasip;Bled
Zastava;Črnomelj
Zastranje;Šmarje Pri Jelšah
Zatolmin;Tolmin
Zavine;Zagorje Ob Savi
Zavinek;Škocjan
Zavino;Ajdovščina
Zavodice;Nazarje
Zavodnje;Šoštanj
Zavrate;Radeče
Zavratec;Idrija
Zavratec;Sevnica
Zavrč;Zavrč
Zavrh;Bloke
Zavrh;Lenart
Zavrh;Litija
Zavrh;Trebnje
Zavrh Nad Dobrno;Dobrna
Zavrh Pod Šmarno Goro;Medvode
